ID,"FD URL","FD ID",Available
35437,https://www.funda.nl/koop/zeist/appartement-43421118-weeshuislaan-157/,43421118,"
     Beschikbaar"
35438,https://www.funda.nl/detail/koop/wateringen/appartement-dr-schaepmanstraat-31-1-3/43428414/,43428414,Beschikbaar
35439,https://www.funda.nl/koop/den-haag/appartement-43418024-ermelostraat-116/,43418024,"
     Beschikbaar"
35440,https://www.funda.nl/koop/amsterdam/appartement-43492612-tweede-jan-van-der-heijdenstraat-34-h/,43492612,"
     Beschikbaar"
35441,https://www.funda.nl/koop/bussum/appartement-42346854-vlietlaan-54/,42346854,"
     Beschikbaar"
35442,https://www.funda.nl/detail/koop/rotterdam/appartement-kortebrantstraat-18-a/42075345/,42075345,Beschikbaar
35443,https://www.funda.nl/detail/koop/purmerend/huis-vechtstraat-4/43448976/,43448976,Beschikbaar
35444,https://www.funda.nl/koop/gouda/huis-43436601-zuider-ijsseldijk-6/,43436601,"
     Beschikbaar"
35445,https://www.funda.nl/koop/haarlem/huis-43420777-marsstraat-35/,43420777,"
     Beschikbaar"
35446,https://www.funda.nl/koop/apeldoorn/huis-43415119-2e-johannastraat-13/,43415119,"
     Beschikbaar"
35447,https://www.funda.nl/koop/meerssen/huis-43400371-proost-richardstraat-16/,43400371,"
     Beschikbaar"
35448,https://www.funda.nl/koop/roosendaal/huis-43478351-stationsstraat-3/,43478351,"
     Beschikbaar"
35449,https://www.funda.nl/koop/warmond/huis-43460830-dorpsstraat-66/,43460830,"
     Beschikbaar"
35450,https://www.funda.nl/detail/koop/amsterdam/huis-nieuwe-looiersstraat-124/43468903/,43468903,Beschikbaar
35451,https://www.funda.nl/detail/koop/rotterdam/huis-hugo-molenaarstraat-26/42344255/,42344255,Beschikbaar
35452,https://www.funda.nl/koop/rotterdam/huis-42333319-hoflaan-134/,42333319,"
     Beschikbaar"
35453,https://www.funda.nl/koop/belfeld/huis-42366380-julianastraat-10/,42366380,"
     Beschikbaar"
35454,https://www.funda.nl/koop/erp/huis-42224582-kraanmeer-10/,42224582,"
     Beschikbaar"
35455,https://www.funda.nl/koop/gemert/huis-42226060-predikant-swildensstraat-36/,42226060,"
     Beschikbaar"
35456,https://www.funda.nl/koop/goor/appartement-43449158-markeloseweg-1-1/,43449158,"
     Beschikbaar"
35457,https://www.funda.nl/detail/koop/ootmarsum/huis-vasserweg-7/43438386/,43438386,Beschikbaar
35458,https://www.funda.nl/koop/arnhem/appartement-43428700-st-antonielaan-302/,43428700,"
     Beschikbaar"
35459,https://www.funda.nl/koop/den-haag/appartement-43494802-prins-willemplein-3/,43494802,"
     Beschikbaar"
35460,https://www.funda.nl/koop/amsterdam/huis-43555057-stoombootweg-4/,43555057,"
     Beschikbaar"
35461,https://www.funda.nl/detail/koop/groot-ammers/huis-nassaustraat-8/43446953/,43446953,Beschikbaar
35462,https://www.funda.nl/koop/leidschendam/huis-43433458-gravin-van-viandenlaan-9/,43433458,"
     Beschikbaar"
35463,https://www.funda.nl/koop/de-rijp/huis-43420010-rechtestraat-5/,43420010,"
     Beschikbaar"
35464,https://www.funda.nl/koop/millingen-aan-de-rijn/huis-43428771-pastoor-graatweg-18/,43428771,"
     Beschikbaar"
35465,https://www.funda.nl/koop/easternijtsjerk/huis-43408372-langgrousterwei-51/,43408372,"
     Beschikbaar"
35466,https://www.funda.nl/koop/weert/huis-43494700-wilhelminasingel-220-222/,43494700,"
     Beschikbaar"
35467,https://www.funda.nl/koop/nederhorst-den-berg/huis-43469437-voorstraat-13/,43469437,"
     Beschikbaar"
35468,https://www.funda.nl/koop/geleen/huis-42338852-daalstraat-17/,42338852,"
     Beschikbaar"
35469,https://www.funda.nl/koop/groeningen/huis-42102177-voortweg-23/,42102177,"
     Beschikbaar"
35470,https://www.funda.nl/detail/koop/bovenkarspel/huis-zuiderdijk-7-9/88282030/,88282030,Beschikbaar
35471,https://www.funda.nl/koop/brummen/huis-43431530-zegerijstraat-18/,43431530,"
     Beschikbaar"
35472,https://www.funda.nl/koop/koningsbosch/huis-43419349-kapelaan-verdonschotstraat-6/,43419349,"
     Beschikbaar"
35473,https://www.funda.nl/koop/borculo/huis-43452828-voorstad-16/,43452828,"
     Beschikbaar"
35474,https://www.funda.nl/koop/arnhem/appartement-43413707-het-nieuwe-land-2/,43413707,"
     Beschikbaar"
35475,https://www.funda.nl/koop/arnhem/appartement-43461111-staringplein-13/,43461111,"
     Beschikbaar"
35476,https://www.funda.nl/koop/poederoijen/huis-42289789-maasdijk-54-achter/,42289789,"
     Beschikbaar"
35477,https://www.funda.nl/detail/koop/vinkeveen/huis-baambrugse-zuwe-202/42103416/,42103416,Beschikbaar
35478,https://www.funda.nl/koop/heesch/huis-42003618-huis-deelen-0-ong/,42003618,"
     Beschikbaar"
35479,https://www.funda.nl/koop/raalte/huis-42067237-stationsstraat-18-18a/,42067237,"
     Beschikbaar"
35480,https://www.funda.nl/koop/aalsum/huis-42214122-hantumerwei-65/,42214122,"
     Beschikbaar"
35481,https://www.funda.nl/koop/arnhem/appartement-43413710-het-nieuwe-land-8/,43413710,"
     Beschikbaar"
35482,https://www.funda.nl/koop/steenbergen-nb/huis-43423711-kruispoort-34/,43423711,"
     Beschikbaar"
35483,https://www.funda.nl/koop/hummelo/huis-42338913-tolstraat-2/,42338913,"
     Beschikbaar"
35484,https://www.funda.nl/detail/koop/ravenstein/huis-walstraat-5-0-ong/42364263/,42364263,Beschikbaar
35485,https://www.funda.nl/koop/ravenstein/huis-42364152-walstraat-3/,42364152,"
     Beschikbaar"
35487,https://www.funda.nl/koop/echt/appartement-42183599-bovenste-straat-68/,42183599,"
     Beschikbaar"
35488,https://www.funda.nl/koop/wormerveer/huis-42324516-warmoesstraat-81/,42324516,"
     Beschikbaar"
35489,https://www.funda.nl/detail/koop/haarlem/huis-rijksstraatweg-76/43447415/,43447415,Beschikbaar
35490,https://www.funda.nl/koop/nootdorp/huis-43412988-gooland-5/,43412988,"
     Beschikbaar"
35492,https://www.funda.nl/koop/krommenie/appartement-43443474-kervelstraat-124/,43443474,"
     Beschikbaar"
35493,https://www.funda.nl/koop/kaatsheuvel/huis-43442677-roestenbergstraat-55/,43442677,"
     Beschikbaar"
35494,https://www.funda.nl/detail/koop/wezep/appartement-meidoornplein-23/43551046/,43551046,Beschikbaar
35495,https://www.funda.nl/detail/koop/veenendaal/huis-hertogenlaan-40/89915151/,89915151,Beschikbaar
35496,https://www.funda.nl/detail/koop/tilburg/huis-moerstraat-27/43551575/,43551575,Beschikbaar
35497,https://www.funda.nl/koop/hengelo-ov/huis-43550650-dr-schaepmanstraat-43/,43550650,"
     Beschikbaar"
35498,https://www.funda.nl/koop/groenekan/huis-43559015-nieuwe-weteringseweg-48/,43559015,"
     Beschikbaar"
35499,https://www.funda.nl/koop/ede/huis-43558717-jagermeester-4/,43558717,"
     Beschikbaar"
35500,https://www.funda.nl/koop/rotterdam/huis-43558636-molenstraat-37/,43558636,"
     Beschikbaar"
35501,https://www.funda.nl/koop/utrecht/huis-43557108-renstraat-9/,43557108,"
     Beschikbaar"
35502,https://www.funda.nl/koop/diemen/appartement-42330749-julianaplantsoen-151/,42330749,"
     Beschikbaar"
35503,https://www.funda.nl/detail/koop/venray/huis-oude-oostrumseweg-17/88770062/,88770062,Beschikbaar
35504,https://www.funda.nl/koop/ooltgensplaat/huis-43551192-roode-kruislaan-4/,43551192,"
     Beschikbaar"
35505,https://www.funda.nl/koop/den-haag/huis-43550059-laan-van-meerdervoort-412/,43550059,"
     Beschikbaar"
